Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1648701,5-Jan-15,13-Nov-14,3474,1752648,0,504,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648701,SRX757828,3174251,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742975,SAMN03174251,simple,11676,Human immunodeficiency virus 1,3-269_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,C2B77ABCD142FAC337757B6F379B8CE3,69EADD41F19E0701EFBD54B4C521E0A0
SRR1648702,5-Jan-15,13-Nov-14,3744,1949713,0,520,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648702,SRX757829,3174252,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742976,SAMN03174252,simple,11676,Human immunodeficiency virus 1,3-297_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,8369A359A563D4D14F3BF98CE3E43EED,9A2C7E4DD722E65B7C249F3D53EAAD3D
SRR1648703,5-Jan-15,13-Nov-14,3645,1898213,0,520,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648703,SRX757830,3174253,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742977,SAMN03174253,simple,11676,Human immunodeficiency virus 1,3-297_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,D11693B7C0E68E45182680C7B975EB37,0293C5A6E21D01C3FB4F6EF91702F95B
SRR1648704,5-Jan-15,13-Nov-14,3384,1671783,0,494,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648704,SRX757831,3174254,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742978,SAMN03174254,simple,11676,Human immunodeficiency virus 1,3-309_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,FC5FB4521463D099FACAA2515C5D9142,DE1E5D8F71670CB4A1898B563F83B780
SRR1648705,5-Jan-15,13-Nov-14,2210,1089170,0,492,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648705,SRX757832,3174255,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742979,SAMN03174255,simple,11676,Human immunodeficiency virus 1,3-309_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,7746BB041FEC0538EB50A6E70015B282,D3B950495A058A14E5BD09C1E54CDE92
SRR1648706,5-Jan-15,13-Nov-14,905,446310,0,493,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648706,SRX757833,3174256,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742980,SAMN03174256,simple,11676,Human immunodeficiency virus 1,3-317_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,62FC65BA8987F85CE2336B9787C15F61,35A5AC31F53CCC3198D9C422F0B4627E
SRR1648707,5-Jan-15,13-Nov-14,2386,1176962,0,493,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648707,SRX757834,3174257,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742981,SAMN03174257,simple,11676,Human immunodeficiency virus 1,3-317_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,BF4FE57D4100E401562F576A1455A973,0029CF1C66E50CBDFC0F15000196FBF4
SRR1648708,5-Jan-15,13-Nov-14,818,412184,0,503,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648708,SRX757835,3174258,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742982,SAMN03174258,simple,11676,Human immunodeficiency virus 1,3-323_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,4459B6BC41981C93847EB4E17D6067D4,F5A87DFD77A285F157D23DF7EF16910A
SRR1648709,5-Jan-15,13-Nov-14,3888,1967568,0,506,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648709,SRX757836,3174259,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742983,SAMN03174259,simple,11676,Human immunodeficiency virus 1,3-327_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,D787D6402C2DF470A29961774B047385,4D4C65BA5A1EF46E828E2BBFCF724752
SRR1648710,5-Jan-15,13-Nov-14,3351,1656816,0,494,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648710,SRX757837,3174260,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742984,SAMN03174260,simple,11676,Human immunodeficiency virus 1,3-333_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,525E75EDC95F50529C9AA080CC9B2140,6F37A744ED72BEC8B7FDE10B4B602618
SRR1648711,5-Jan-15,13-Nov-14,3232,1591567,0,492,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648711,SRX757838,3174261,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742985,SAMN03174261,simple,11676,Human immunodeficiency virus 1,3-333_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,86B20FBC1DDCB41BD2FD62423F7DA3BC,AE9643F50AC76CC3500A987C94173918
SRR1648712,5-Jan-15,13-Nov-14,3380,1697382,0,502,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648712,SRX757839,3174262,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742986,SAMN03174262,simple,11676,Human immunodeficiency virus 1,3-337_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,BCC9922636E8C68C3DD4AB4854C65A6A,08FF1ABEC9B8975647448694E009589C
SRR1648713,5-Jan-15,13-Nov-14,2931,1422442,0,485,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648713,SRX757840,3174263,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742987,SAMN03174263,simple,11676,Human immunodeficiency virus 1,3-337_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,75FB502CD92FDE3BA277EB7BEC7BC213,48772B9B9E040DDD0930541140AE5C36
SRR1648714,5-Jan-15,13-Nov-14,3002,1552851,0,517,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648714,SRX757841,3174264,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742988,SAMN03174264,simple,11676,Human immunodeficiency virus 1,4-233_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,B7D2FB70BCB2EAF12A35E96078ACB0EA,DEFAE04F5AEB8511D5933BF595115A88
SRR1648715,5-Jan-15,13-Nov-14,3096,1539356,0,497,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648715,SRX757842,3174265,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742989,SAMN03174265,simple,11676,Human immunodeficiency virus 1,4-308_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,E24C459A815D8E10E6AA8C8B7362A28E,7F8EE4069947DC82AE70664E22FEDECC
SRR1648716,5-Jan-15,13-Nov-14,2888,1469002,0,508,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648716,SRX757843,3174266,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742990,SAMN03174266,simple,11676,Human immunodeficiency virus 1,4-321_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,E790F7425E4144F688A2361B52218BAA,C84DCAE8202209CAFEB39B9A2AA765A3
SRR1648717,5-Jan-15,13-Nov-14,4753,2350573,0,494,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648717,SRX757844,3174267,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742991,SAMN03174267,simple,11676,Human immunodeficiency virus 1,5-205_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,D736D2D4FC92D4FD52FBF2E1A5A9747D,D9EA9BE7338256E1B945B679F15C6717
SRR1648718,5-Jan-15,13-Nov-14,2949,1453902,0,493,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648718,SRX757845,3174268,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742992,SAMN03174268,simple,11676,Human immunodeficiency virus 1,5-205_SC+3,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,5F4DFC09EB2B211811677F35137D38F3,972EA291A2C1E2A06610AEE696912A83
SRR1648719,5-Jan-15,13-Nov-14,3687,1842011,0,499,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648719,SRX757846,3174269,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742993,SAMN03174269,simple,11676,Human immunodeficiency virus 1,5-209_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,386FEF9AB50939185DA4F9F1EB86D655,63007F90662D3D192A1D3B880B804FE9
SRR1648720,5-Jan-15,13-Nov-14,2604,1300076,0,499,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648720,SRX757847,3174270,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742994,SAMN03174270,simple,11676,Human immunodeficiency virus 1,5-209_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,86578E3431BA3C21EF1B4927E58B910A,701CA6402079200B1922294A6EBDB931
SRR1648721,5-Jan-15,13-Nov-14,3831,1909751,0,498,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648721,SRX757848,3174271,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742995,SAMN03174271,simple,11676,Human immunodeficiency virus 1,5-213_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,3C9D0EED26D0E0D4936A002DD480261B,2DFFEAD6565E11CA0DDD53AB6A7D3AB9
SRR1648722,5-Jan-15,13-Nov-14,2470,1228022,0,497,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648722,SRX757849,3174272,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742996,SAMN03174272,simple,11676,Human immunodeficiency virus 1,5-213_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,8251AE58BAF35F2740C6C19B8A013EFD,505349BAB299AA47C4E75CF1FF2058C7
SRR1648723,5-Jan-15,13-Nov-14,3060,1543806,0,504,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648723,SRX757850,3174273,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742997,SAMN03174273,simple,11676,Human immunodeficiency virus 1,5-217_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,5A4C5DF2C41C5A0F3CA2F8A6AAF44CDD,CDB11123B9AA9D7546D02BAE6F7A39F0
SRR1648724,5-Jan-15,13-Nov-14,3805,1906891,0,501,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648724,SRX757851,3174274,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742998,SAMN03174274,simple,11676,Human immunodeficiency virus 1,5-217_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,68B9F9F6A26F20E887420D9569076AD5,73555B686CE92435CD3ECA124B395505
SRR1648725,5-Jan-15,13-Nov-14,4872,2476893,0,508,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648725,SRX757852,3174275,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS742999,SAMN03174275,simple,11676,Human immunodeficiency virus 1,5-221_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,86A9D9EF0F9F67C8E985B078AECD182F,97E68F88102D27DB40205A96FD64A3D0
SRR1648726,5-Jan-15,13-Nov-14,2778,1415016,0,509,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648726,SRX757853,3174276,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743000,SAMN03174276,simple,11676,Human immunodeficiency virus 1,5-221_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,5719367A52DCF7881953FB33AAF19822,B769C39164B124CB3CA6B941B0C78D7A
SRR1648727,5-Jan-15,13-Nov-14,3340,1757844,0,526,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648727,SRX757854,3174277,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743001,SAMN03174277,simple,11676,Human immunodeficiency virus 1,5-226_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,60732FA5B00859A208C8A97CDCA4F122,203FB161B1FB9FF5FB744717AEE505F1
SRR1648728,5-Jan-15,13-Nov-14,3164,1665795,0,526,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648728,SRX757855,3174278,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743002,SAMN03174278,simple,11676,Human immunodeficiency virus 1,5-226_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,3476F8839796AB10D2BE2FFBFC65778F,5A45F7F9F9A8EC5B7B7BC71F710ABA1F
SRR1648729,5-Jan-15,13-Nov-14,3165,1580237,0,499,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648729,SRX757856,3174279,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743003,SAMN03174279,simple,11676,Human immunodeficiency virus 1,5-241_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,A574DAC2C72E6FC87F58FB26D03EEDA2,DF4E11EA197D606430F70D7F9752FD27
SRR1648730,5-Jan-15,13-Nov-14,3597,1797555,0,499,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648730,SRX757857,3174280,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743004,SAMN03174280,simple,11676,Human immunodeficiency virus 1,5-241_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,99C124959DF2C331304572BDCE1F1D3C,E93CBE0EBBDC6B12FE9DE33018BD3BCF
SRR1648731,5-Jan-15,13-Nov-14,3049,1513834,0,496,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648731,SRX757858,3174281,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743005,SAMN03174281,simple,11676,Human immunodeficiency virus 1,5-246_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,F38B1C3E7BC810BEAB8E9AD55ED5E4F1,547B00C35857A9C1CC2CC84E92D5C906
SRR1648732,5-Jan-15,13-Nov-14,2320,1144872,0,493,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648732,SRX757859,3174282,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743006,SAMN03174282,simple,11676,Human immunodeficiency virus 1,5-246_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,7848240471091919CCF66C7367D865DC,D5D382E2FAF9873CAD1EA08F656AB105
SRR1648733,5-Jan-15,13-Nov-14,3900,1941914,0,497,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648733,SRX757860,3174283,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743013,SAMN03174283,simple,11676,Human immunodeficiency virus 1,5-249_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,A93BDB53F192614733C28FBDE7C67255,37FBE5155E7C6D792D54D2A57660B336
SRR1648734,5-Jan-15,13-Nov-14,3063,1523327,0,497,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648734,SRX757861,3174284,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743007,SAMN03174284,simple,11676,Human immunodeficiency virus 1,5-249_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,A9946CA0B2E6C7BD1D0468E5F52AF44A,9DE5DF700627DD790F0E57A7DAC8E62A
SRR1648735,5-Jan-15,13-Nov-14,4130,1998898,0,483,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648735,SRX757862,3174285,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743008,SAMN03174285,simple,11676,Human immunodeficiency virus 1,5-253_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,8E5505724478AE3A36A8AAF258A56F3B,900156D3D01023D6B57A04D51EF786C7
SRR1648736,5-Jan-15,13-Nov-14,2991,1459632,0,488,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648736,SRX757863,3174286,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743009,SAMN03174286,simple,11676,Human immunodeficiency virus 1,5-253_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,DCC40AB141C3034D7509C49B2AC5EAE1,F3BC2E0E009EAA540CA2DA6880D24F6B
SRR1648737,5-Jan-15,13-Nov-14,3664,1906726,0,520,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648737,SRX757864,3174287,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743010,SAMN03174287,simple,11676,Human immunodeficiency virus 1,5-257_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,86A488E6A1B07F06B849DD47CAB09A6B,9DA094443449A5F8A3D79E9B882F09DF
SRR1648738,5-Jan-15,13-Nov-14,3696,1923917,0,520,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648738,SRX757865,3174288,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743012,SAMN03174288,simple,11676,Human immunodeficiency virus 1,5-257_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,53F439ED6E9A2E488D66694193D2E72A,60F7F4BB88766C13FD714633EBD9FC97
SRR1648739,5-Jan-15,13-Nov-14,3028,1519861,0,501,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648739,SRX757866,3174289,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743011,SAMN03174289,simple,11676,Human immunodeficiency virus 1,5-261_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,662257255BDC18FF9192003C1DC96F33,4B55D4FFFF178D682521A65177F04166
SRR1648740,5-Jan-15,13-Nov-14,2490,1253355,0,503,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648740,SRX757867,3174290,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743014,SAMN03174290,simple,11676,Human immunodeficiency virus 1,5-261_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,367C0F5E33D6ACEACB19B9FE6A684EAF,DC9B2BD6797EC47D3121C5B86035B03B
SRR1648741,5-Jan-15,13-Nov-14,3906,1880778,0,481,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648741,SRX757868,3174291,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743016,SAMN03174291,simple,11676,Human immunodeficiency virus 1,5-266_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,E6FE4406F3FF22B498E70DCD180B802C,D7775732B6A75D1E6189A246A13A0B0B
SRR1648742,5-Jan-15,13-Nov-14,3674,1772575,0,482,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648742,SRX757869,3174292,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743015,SAMN03174292,simple,11676,Human immunodeficiency virus 1,5-266_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,71E870F656917F1F1B0CAB84C71E5FC1,6A2D87D739CEE44F490CC40F02718626
SRR1648743,5-Jan-15,13-Nov-14,6473,3273222,0,505,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648743,SRX757870,3174293,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743017,SAMN03174293,simple,11676,Human immunodeficiency virus 1,5-276_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,FB5D9958BDC23034D2AEE42A9AF621EB,50E6B572BB3637D29BF2F832F78B7377
SRR1648744,5-Jan-15,13-Nov-14,3236,1634883,0,505,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648744,SRX757871,3174294,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743018,SAMN03174294,simple,11676,Human immunodeficiency virus 1,5-276_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,0EE6993A73E7D1558CB1324E34C52B41,2970646D1C700D147DB2D9BEEF7C2629
SRR1648745,5-Jan-15,13-Nov-14,3994,1949028,0,487,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648745,SRX757872,3174295,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743019,SAMN03174295,simple,11676,Human immunodeficiency virus 1,5-280_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,3156B2DEAFA6CF618824F3E9BBA60609,DE190591DA7F4D5A077E36C4931C1764
SRR1648746,5-Jan-15,13-Nov-14,3143,1563647,0,497,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648746,SRX757873,3174296,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743020,SAMN03174296,simple,11676,Human immunodeficiency virus 1,5-280_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,DF40FACC7DE1AB3CFF649A778280E842,F293DD5638011412695CF58ED6440363
SRR1648747,5-Jan-15,13-Nov-14,4965,2488277,0,501,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648747,SRX757874,3174297,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743021,SAMN03174297,simple,11676,Human immunodeficiency virus 1,5-284_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,86A165F8ABDC810C5E4F31AE356A261C,F972B5856B8FF791BCB70E981DAB60B0
SRR1648748,5-Jan-15,13-Nov-14,3372,1690540,0,501,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648748,SRX757875,3174298,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743022,SAMN03174298,simple,11676,Human immunodeficiency virus 1,5-284_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,E7C0CD1ABC1B20AA6F12199926ACC9E2,7FDEAAF1C24ECC9BA35DE305D3A86B72
SRR1648749,5-Jan-15,13-Nov-14,4698,2369969,0,504,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648749,SRX757876,3174299,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743023,SAMN03174299,simple,11676,Human immunodeficiency virus 1,5-288_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,645A70770DA70D3C3D91DB79EC658352,8DAB764DB765969E63A8697567711C0D
SRR1648750,5-Jan-15,13-Nov-14,2371,1202866,0,507,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648750,SRX757877,3174300,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743024,SAMN03174300,simple,11676,Human immunodeficiency virus 1,5-288_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,3B0247B3AE5EDE0C91F0F093999F0CB4,DD100307AD97591A299FE0711F799047
SRR1648751,5-Jan-15,13-Nov-14,4880,2415518,0,494,1,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648751,SRX757878,3174301,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743025,SAMN03174301,simple,11676,Human immunodeficiency virus 1,5-292_SC,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,9D6646BCF0916583115DF8333218EEFB,8512D4C399ADCD6411A199F15213E738
SRR1648752,5-Jan-15,13-Nov-14,2901,1439845,0,496,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1648752,SRX757879,3174302,AMPLICON,RT-PCR,VIRAL RNA,PAIRED,0,0,LS454,454 GS Junior,SRP049715,PRJNA266446,,266446,SRS743026,SAMN03174302,simple,11676,Human immunodeficiency virus 1,5-292_SC+1,,,,,,,no,,,,,FHCRC-GL,SRA198381,,public,C82B24E3DCB29F74AE93C9DDC03575C4,804940DAC3F5B27196E2AC41ADA12F29
